"id","rpm","motor_power","noise_db","outlet_pressure_bar","air_flow","outlet_temp","wpump_outlet_press","water_flow","gaccz","haccz","bearings","wpump","radiator","exvalve"
"186","512","3560.427216","43.70094638","5.189","97.84179983","99.51876901","2.547978544","58.77109828","5.237440727","4.25817102","Ok","Ok","Clean","Dirty"
"187","518","3760.710152","40.41415221","5.514","97.49055036","101.6229485","2.686004343","58.65058942","5.579577266","4.395222149","Ok","Ok","Clean","Dirty"
"188","482","3587.141512","40.08841238","5.574","96.96716069","98.06088512","2.091554697","58.72475195","5.691132467","4.507217378","Ok","Ok","Clean","Dirty"
"189","494","3689.773892","44.86429213","5.646","97.35658657","102.461535","2.89484785","58.78538555","5.748224357","4.489665678","Ok","Ok","Clean","Dirty"
"190","508","3825.167348","43.9652281","5.752","97.36211367","99.07044469","2.39249169","58.68732435","5.856318933","4.55140847","Ok","Ok","Clean","Dirty"
"191","503","3904.144421","42.7959294","5.970","97.34413136","100.6326495","2.471700929","58.6787603","6.096258874","4.70494953","Ok","Ok","Clean","Dirty"
"192","488","3838.134369","43.70595176","6.017","97.44251992","101.7608613","2.814748749","58.72338371","6.203665951","4.746730312","Ok","Ok","Clean","Dirty"
"193","494","3958.584098","41.9850074","6.181","97.46850814","103.9718257","2.141800035","58.67930479","6.400024594","4.828113055","Ok","Ok","Clean","Dirty"
"194","490","3974.935068","40.56424561","6.270","96.59946028","104.6610876","2.193813053","58.58427602","6.52874292","4.904347219","Ok","Ok","Clean","Dirty"
"195","488","4091.404732","40.79735446","6.539","96.61879713","106.7448195","2.656845044","58.63030985","6.849530974","5.041424832","Ok","Ok","Clean","Dirty"
"196","489","4262.444339","42.52291037","6.865","96.45431787","104.2041047","2.119357745","58.64055598","7.323492122","5.255902428","Ok","Ok","Clean","Dirty"
"197","481","4319.307567","41.43042202","7.098","96.03579047","108.6047389","2.174651666","58.53217561","7.653857408","5.451770588","Ok","Ok","Clean","Dirty"
"198","486","4402.391995","45.83738182","7.197","95.76766063","109.9956396","2.624558454","58.50787032","7.800454323","5.503028137","Ok","Ok","Clean","Dirty"
"199","516","4675.909203","42.07636555","7.308","95.17555822","108.7192084","2.822537684","58.56206063","7.888005832","5.553658754","Ok","Ok","Clean","Dirty"
"200","505","4677.260229","40.63419799","7.471","95.098952","109.183412","2.77348439","58.5793552","8.122561656","5.684680009","Ok","Ok","Clean","Dirty"
"201","1012","1914.739036","45.62273233","1.000","614.3069044","85.60870984","2.260377367","58.93663007","2.07026308","2.5806216","Ok","Ok","Clean","Clean"
"202","1011","1963.691493","45.59969283","1.047","606.6338733","88.1791936","2.417714925","58.93288048","2.114273993","2.561713631","Ok","Ok","Clean","Clean"
"203","998","2051.530948","45.69334373","1.148","613.9588255","86.99798592","2.6726069","58.88363168","2.090734865","2.612775929","Ok","Ok","Clean","Clean"
"204","994","2226.507911","44.95236741","1.329","604.2753242","86.62331827","2.150524669","58.94486882","2.163983036","2.63027663","Ok","Ok","Clean","Clean"
"205","1002","2524.623465","45.76105725","1.621","606.0101076","88.50558399","2.053386422","58.79862471","2.254956501","2.673913992","Ok","Ok","Clean","Clean"
"206","1010","2596.099709","46.67897687","1.674","607.3322091","92.79620603","2.374804701","58.96711666","2.254851594","2.6700793","Ok","Ok","Clean","Clean"
"207","1016","2932.057508","46.96347241","1.998","612.0337429","93.37348984","2.189405571","58.92735868","2.380269783","2.74991489","Ok","Ok","Clean","Clean"
"208","1005","2948.383298","45.6457601","2.035","611.3841079","93.81668285","2.705196946","58.75505855","2.388767297","2.720059812","Ok","Ok","Clean","Clean"
"209","982","2998.283947","45.50898585","2.136","608.5915152","90.65884565","2.319870991","58.88824968","2.43842744","2.772113987","Ok","Ok","Clean","Clean"
"210","1017","3076.668456","46.62094448","2.136","602.345541","93.83294343","2.564330593","58.76552258","2.425417225","2.755905892","Ok","Ok","Clean","Clean"
"211","980","3107.119474","45.41026625","2.246","601.0037936","92.48766096","2.257175505","58.80325638","2.507468647","2.812390331","Ok","Ok","Clean","Clean"
"212","981","3332.939285","46.24417414","2.479","608.946819","95.58414495","2.438410076","58.76459292","2.621067075","2.842471785","Ok","Ok","Clean","Clean"
"213","982","3479.089206","47.05002078","2.626","607.8660114","95.37698899","2.867614915","58.78339587","2.686065755","2.904467228","Ok","Ok","Clean","Clean"
"214","989","3644.029618","47.27817118","2.772","606.3422216","94.17162964","2.051165657","58.74666078","2.738875716","2.914592374","Ok","Ok","Clean","Clean"
"215","980","3820.277208","47.24113251","2.974","604.4488922","94.74327491","2.255138173","58.76793434","2.862118795","3.004338638","Ok","Ok","Clean","Clean"
"216","1002","4146.199852","45.11316373","3.233","603.1026715","99.24587054","2.742162769","58.64306036","3.027437534","3.049212285","Ok","Ok","Clean","Clean"
"217","984","4111.556593","45.80337625","3.258","601.5391849","97.59037862","2.333427982","58.78670133","3.040703382","3.084982213","Ok","Ok","Clean","Clean"
"218","983","4125.938088","47.84741697","3.281","597.5297064","98.49823884","2.429049514","58.79005394","3.07232625","3.098734571","Ok","Ok","Clean","Clean"
"219","995","4200.621147","48.20381073","3.310","605.1822124","96.76086238","2.222948939","58.73033057","3.067127121","3.063391301","Ok","Ok","Clean","Clean"
"220","983","4279.936651","45.84100293","3.437","605.2658798","98.51569979","2.953768134","58.67338372","3.192072493","3.099057555","Ok","Ok","Clean","Clean"
"221","992","4467.1079","45.95718842","3.595","595.2251663","101.8509309","2.041368193","58.65852151","3.260385913","3.185273618","Ok","Ok","Clean","Clean"
"222","1002","4673.164575","45.71763243","3.761","603.5337071","101.2210454","2.762803688","58.65970812","3.392587427","3.217670024","Ok","Ok","Clean","Clean"
"223","1007","4937.788723","45.27662087","4.009","594.8616045","102.4898179","2.256277237","58.62583489","3.612766324","3.354791941","Ok","Ok","Clean","Clean"
"224","984","5133.93353","45.67104381","4.302","602.9254378","106.0980346","2.836895761","58.59228911","3.845288067","3.440269419","Ok","Ok","Clean","Clean"
"225","981","5269.12864","49.05353533","4.447","598.988431","102.8876799","2.634742324","58.59992904","3.975939821","3.548956633","Ok","Ok","Clean","Clean"
"226","990","5498.119301","45.06852141","4.644","597.9839786","104.9872055","2.898039484","58.5417145","4.157888626","3.600170221","Ok","Ok","Clean","Clean"
"227","1008","5797.568917","48.60063909","4.853","596.7825561","105.3916567","3.138292769","58.62632151","4.324455842","3.716949286","Ok","Ok","Clean","Clean"
"228","993","5796.150933","48.4360476","4.928","599.6807812","106.5020317","2.678195326","58.63441397","4.411978955","3.761427003","Ok","Ok","Clean","Clean"
"229","1009","6052.722539","49.79472076","5.103","600.3253673","108.6605376","2.432286153","58.53797419","4.559104644","3.81360522","Ok","Ok","Clean","Clean"
"230","995","6120.229552","47.90212126","5.245","599.3092277","109.2575608","2.089101106","58.67657656","4.734212476","3.892692681","Ok","Ok","Clean","Clean"
"231","983","6361.251627","49.91092778","5.552","592.4719168","110.397826","3.104732577","58.46390454","5.097679508","4.095244724","Ok","Ok","Clean","Clean"
"232","1004","6503.030769","47.77971024","5.576","594.2443719","111.8239011","2.727914963","58.55121236","5.084762452","4.06164741","Ok","Ok","Clean","Clean"
"233","993","6499.083249","46.07423172","5.632","590.8105709","109.1891345","2.538758712","58.56658532","5.140494006","4.114840883","Ok","Ok","Clean","Clean"
"234","986","6693.30925","48.80055641","5.869","593.1480137","112.0817712","2.141155624","58.40003555","5.411790163","4.254621502","Ok","Ok","Clean","Clean"
"235","1000","6854.051877","48.97031953","5.953","589.5952452","109.7805954","2.365156429","58.48770137","5.542537748","4.321232305","Ok","Ok","Clean","Clean"
"236","986","6972.344097","44.88452451","6.155","592.8117467","113.9887694","2.739704574","58.3353218","5.759932469","4.406568776","Ok","Ok","Clean","Clean"
"237","991","7297.232001","45.51990933","6.449","590.3349495","112.7009977","2.871152319","58.48115385","6.161225308","4.597688118","Ok","Ok","Clean","Clean"
"238","1008","7537.02417","51.07107102","6.581","589.8031281","114.2412583","2.530730382","58.46921933","6.313682682","4.716609098","Ok","Ok","Clean","Clean"
"239","981","7583.142987","51.16202176","6.807","591.6075511","116.9487663","3.105432918","58.31865103","6.619190631","4.870284151","Ok","Ok","Clean","Clean"
"240","1010","8076.741634","47.33958818","7.100","591.9773823","118.1685536","2.343521583","58.27132754","7.011993813","5.048885715","Ok","Ok","Clean","Clean"
"241","1019","1920.8211","51.89092182","1.000","609.9636673","89.76592304","2.60338799","58.84665505","2.090823278","2.583831338","Noisy","Ok","Clean","Clean"
"242","995","1945.325783","51.107406","1.049","608.2957079","89.03368733","2.409483954","58.95971563","2.071841824","2.584293944","Noisy","Ok","Clean","Clean"
"243","982","1974.332914","51.20763942","1.093","613.8498385","88.80329829","2.160076737","58.89194122","2.104637651","2.605802903","Noisy","Ok","Clean","Clean"
"244","999","2027.383646","51.66846482","1.127","606.7776187","89.69793701","2.16851986","59.0100917","2.094376265","2.583477593","Noisy","Ok","Clean","Clean"
"245","981","2178.281118","51.75421887","1.302","612.6197233","87.05142709","2.335815621","58.9372237","2.163864549","2.598994599","Noisy","Ok","Clean","Clean"
"246","1003","2521.8254","51.78033207","1.617","610.8252769","90.84535962","1.961843146","58.92059654","2.222285827","2.655840428","Noisy","Ok","Clean","Clean"
"247","1010","2838.03373","52.17357107","1.913","607.6251387","94.18335082","2.45316423","58.80114089","2.362688251","2.729805542","Noisy","Ok","Clean","Clean"
"248","1005","3152.2291","52.16388467","2.240","607.3495317","95.54872145","2.153428083","58.85336834","2.475471756","2.764591748","Noisy","Ok","Clean","Clean"
"249","1018","3385.440346","51.71764886","2.436","608.4440314","94.93019112","2.178276982","58.81117572","2.54585502","2.823603816","Noisy","Ok","Clean","Clean"
"250","1002","3576.500343","52.6443374","2.666","605.9104185","97.88997997","2.331012901","58.68993653","2.667625672","2.904940033","Noisy","Ok","Clean","Clean"
"251","998","3841.314157","53.14312264","2.941","609.2276307","96.81590501","2.912211656","58.69084616","2.822682651","2.953439729","Noisy","Ok","Clean","Clean"
"252","1004","4154.797281","51.45273027","3.236","606.8098767","98.86443472","2.940354128","58.68971882","3.015419704","3.057342382","Noisy","Ok","Clean","Clean"
"253","987","4289.636366","52.30187708","3.428","608.6651238","98.89010727","2.579816232","58.69943272","3.144625586","3.106647872","Noisy","Ok","Clean","Clean"
"254","1003","4504.482928","51.24296082","3.587","603.6978089","99.74469362","2.931020936","58.79060457","3.271576815","3.1592759","Noisy","Ok","Clean","Clean"
"255","985","4488.86616","51.39287961","3.643","604.6262983","102.6126296","2.792437463","58.75297731","3.307336589","3.209988956","Noisy","Ok","Clean","Clean"
"256","984","4787.841072","52.96530759","3.950","607.2445585","100.5465834","2.323495877","58.75503365","3.554260759","3.334224064","Noisy","Ok","Clean","Clean"
"257","996","4929.963971","53.11788251","4.046","604.4381013","103.0138717","2.149676373","58.76971329","3.626452452","3.343138371","Noisy","Ok","Clean","Clean"
"258","986","4917.190323","51.33523135","4.068","601.8201283","104.3351316","2.611701624","58.71912038","3.661021258","3.338829233","Noisy","Ok","Clean","Clean"
"259","997","5139.804426","51.0262619","4.252","605.0039033","102.1968779","2.833858901","58.63348532","3.818343115","3.448738983","Noisy","Ok","Clean","Clean"
"260","1011","5247.940288","51.35301603","4.300","603.9048785","105.1116298","2.458757833","58.71879321","3.848459876","3.434849701","Noisy","Ok","Clean","Clean"
"261","1015","5481.657861","54.90779858","4.512","605.1511999","104.3479744","2.355914742","58.57074016","4.023091265","3.539821056","Noisy","Ok","Clean","Clean"
"262","993","5421.783518","50.99890591","4.552","599.5682849","105.8437726","2.301356917","58.69322618","4.075727043","3.5952632","Noisy","Ok","Clean","Clean"
"263","986","5482.828612","51.3984013","4.643","602.80485","105.6531886","2.154465427","58.60311596","4.159743751","3.587615156","Noisy","Ok","Clean","Clean"
"264","1014","5708.076919","53.90992563","4.738","598.1710604","107.085616","2.567898163","58.55961614","4.223866706","3.666071298","Noisy","Ok","Clean","Clean"
"265","990","5859.1001","54.39335183","5.004","602.6304446","107.2843715","2.132507138","58.50170466","4.502121316","3.761966459","Noisy","Ok","Clean","Clean"
"266","1018","6154.282684","51.52902538","5.160","594.1810847","108.0655443","3.127469569","58.61008851","4.647653824","3.846668583","Noisy","Ok","Clean","Clean"
"267","998","6121.86396","55.82631601","5.226","598.9939181","109.9768432","2.233790657","58.44816195","4.707072377","3.896552885","Noisy","Ok","Clean","Clean"
"268","1001","6377.344328","51.70700585","5.465","601.4712617","110.5165798","2.287356611","58.50196698","4.969994728","4.028497341","Noisy","Ok","Clean","Clean"
"269","1006","6691.995361","54.41435386","5.755","600.1121878","111.2538379","2.917412908","58.55326659","5.299653793","4.161273446","Noisy","Ok","Clean","Clean"
"270","1010","6818.495035","56.11386455","5.859","593.8168116","111.9192678","2.992554254","58.56497095","5.398972307","4.221921967","Noisy","Ok","Clean","Clean"
"271","1005","6884.725157","55.58321877","5.949","592.3700227","110.989013","2.459796612","58.45314588","5.529531404","4.310639867","Noisy","Ok","Clean","Clean"
"272","1019","7242.455422","53.02612759","6.221","598.9847193","111.5343874","2.998908291","58.38160448","5.842150678","4.462078522","Noisy","Ok","Clean","Clean"
"273","981","7078.95207","50.95727117","6.294","593.9404338","114.9019865","2.846326794","58.45181258","5.94251294","4.539431518","Noisy","Ok","Clean","Clean"
"274","987","7391.394208","54.76239871","6.575","592.6797864","115.7089386","2.543307743","58.53293514","6.315398339","4.707111981","Noisy","Ok","Clean","Clean"
"275","1013","7875.421226","58.00278257","6.879","595.2697248","116.0096746","3.072739928","58.48496147","6.736186974","4.914645282","Noisy","Ok","Clean","Clean"
"276","997","7981.143007","51.99194567","7.100","594.1210206","118.0323493","3.285571547","58.43033352","7.040851984","5.046148768","Noisy","Ok","Clean","Clean"
"277","1015","8267.485206","52.866461","7.254","593.791249","121.5526406","2.869240218","58.279589","7.252150744","5.148166944","Noisy","Ok","Clean","Clean"
"278","993","8200.599309","58.00549663","7.351","590.5476977","119.4761682","2.598062812","58.31888114","7.407765558","5.236165866","Noisy","Ok","Clean","Clean"
"279","985","8402.617976","57.00533262","7.613","590.4618593","118.7672466","2.490118872","58.40581517","7.803652801","5.414691633","Noisy","Ok","Clean","Clean"
"280","1015","8823.835952","57.91481888","7.801","589.2881948","124.0637664","3.353634355","58.16868683","8.037633972","5.570139411","Noisy","Ok","Clean","Clean"
"281","993","1898.833799","44.93949914","1.000","613.4050564","95.43872937","2.483648083","51.51281446","2.06528175","2.572759533","Ok","Noisy","Clean","Clean"
"282","985","1971.257693","45.0548395","1.081","613.5935674","98.34030057","2.801069266","51.44335719","2.101749299","2.56645015","Ok","Noisy","Clean","Clean"
"283","1002","2105.84681","45.64575001","1.201","606.3698545","96.74072358","2.92969147","51.19029384","2.133770434","2.577518956","Ok","Noisy","Clean","Clean"
"284","1005","2241.482253","45.65479247","1.332","613.3682688","98.40678437","2.91945653","51.60235976","2.165847648","2.612123698","Ok","Noisy","Clean","Clean"
"285","988","2379.190177","45.00302276","1.493","613.5574854","101.0390368","2.776505354","51.77657034","2.187296866","2.645322808","Ok","Noisy","Clean","Clean"
"286","996","2465.256234","45.86086337","1.568","608.9284732","100.7402405","2.943093853","51.64973887","2.220506589","2.663333962","Ok","Noisy","Clean","Clean"
"287","1020","2796.211051","45.40446233","1.858","608.6613077","102.8576316","2.79593317","51.5702485","2.322514255","2.694477059","Ok","Noisy","Clean","Clean"
"288","1007","2849.995865","46.23383556","1.931","611.9903825","100.3945607","2.448588342","51.55009892","2.338846059","2.720343553","Ok","Noisy","Clean","Clean"
"289","1002","2908.240296","45.32100424","2.004","601.5791244","104.5131178","2.755792024","51.12988771","2.401651102","2.734152296","Ok","Noisy","Clean","Clean"
"290","1016","3026.993168","45.31515689","2.088","609.7324393","103.5275976","2.137459482","51.3154342","2.433085828","2.753492732","Ok","Noisy","Clean","Clean"
"291","1018","3324.928878","47.51824742","2.378","603.5625579","103.3116718","2.797733978","51.29017757","2.505941367","2.817323045","Ok","Noisy","Clean","Clean"
"292","984","3254.043764","47.00502526","2.389","608.9298117","106.0718846","2.837393429","51.2959738","2.577367026","2.833368659","Ok","Noisy","Clean","Clean"
"293","1020","3559.650874","47.32510849","2.603","608.1829671","108.0931193","2.355998091","51.35553688","2.635041628","2.840656747","Ok","Noisy","Clean","Clean"
"294","1017","3706.847576","47.58009913","2.756","607.0853163","105.5527134","2.914832767","51.21118123","2.726119477","2.926334558","Ok","Noisy","Clean","Clean"
"295","985","3748.034646","46.04633597","2.888","607.9952186","104.4582039","3.09258546","51.22535744","2.827022474","2.956292126","Ok","Noisy","Clean","Clean"
"296","986","3926.790161","44.8700535","3.068","601.1320725","108.5794541","2.426112972","51.06737047","2.919905001","3.000037777","Ok","Noisy","Clean","Clean"
"297","998","4292.783515","45.19370403","3.395","602.2733914","107.4356889","2.574356278","51.19755924","3.110337502","3.115126523","Ok","Noisy","Clean","Clean"
"298","1007","4515.191142","46.95989311","3.587","599.9702115","109.2600931","3.077515801","51.2045397","3.277952445","3.180961464","Ok","Noisy","Clean","Clean"
"299","1011","4695.612515","46.01975438","3.751","605.6774358","112.156457","2.13418456","51.04665601","3.366851396","3.208464029","Ok","Noisy","Clean","Clean"
"300","991","4888.70708","45.69990024","4.024","594.6910817","113.4156313","2.160740793","51.4593318","3.614745795","3.366695242","Ok","Noisy","Clean","Clean"
"301","987","4924.157863","46.26008618","4.075","596.1119174","111.9487618","2.161726399","51.12588215","3.667565486","3.350192302","Ok","Noisy","Clean","Clean"
"302","983","4926.607823","46.01087969","4.090","597.0989413","113.3829519","2.875480189","51.45152703","3.678537509","3.348222591","Ok","Noisy","Clean","Clean"
"303","1006","5181.08822","46.77867763","4.254","598.0254859","113.7508409","2.6618598","51.34420165","3.799558645","3.446006304","Ok","Noisy","Clean","Clean"
"304","992","5224.842615","46.11077256","4.354","595.9078728","113.5425736","2.957218935","51.36022707","3.907291661","3.49130736","Ok","Noisy","Clean","Clean"
"305","1004","5382.130985","46.73113773","4.464","598.8119288","113.6005896","2.475724572","51.33125527","3.988609619","3.503933934","Ok","Noisy","Clean","Clean"
"306","1018","5519.739109","48.98975262","4.531","592.2357469","114.2863977","2.439824636","51.17385435","4.030900665","3.558065515","Ok","Noisy","Clean","Clean"
"307","1010","5677.93353","47.49279548","4.730","595.9650304","116.3094863","3.224414904","51.02412155","4.195894736","3.622570048","Ok","Noisy","Clean","Clean"
"308","1011","5998.723405","47.78842381","5.038","599.8696517","115.426196","2.463735493","51.04044312","4.505056917","3.803552881","Ok","Noisy","Clean","Clean"
"309","1018","6205.753678","45.51154021","5.207","595.4960057","116.577663","3.245635023","51.25201189","4.6650265","3.910425963","Ok","Noisy","Clean","Clean"
"310","997","6170.317475","49.83891229","5.280","595.8831936","117.5776492","2.789407838","51.38178838","4.771077613","3.925748221","Ok","Noisy","Clean","Clean"
"311","997","6412.475698","48.84381409","5.526","592.2278562","120.0619147","3.27321998","50.99448024","5.058323266","4.080834599","Ok","Noisy","Clean","Clean"
"312","982","6341.532208","49.47223935","5.539","590.0139425","122.1459762","3.006821581","51.34619396","5.064565016","4.073576059","Ok","Noisy","Clean","Clean"
"313","985","6389.905084","48.76820135","5.572","590.2891333","119.8481872","3.35278502","51.0924196","5.09514919","4.094545851","Ok","Noisy","Clean","Clean"
"314","1002","6692.146531","47.23013469","5.776","593.7026574","121.2870071","2.289494523","50.95528061","5.307604963","4.223331905","Ok","Noisy","Clean","Clean"
"315","985","6660.25934","47.30017319","5.843","589.3994699","120.1842484","2.978964472","50.81049362","5.386559149","4.227664279","Ok","Noisy","Clean","Clean"
"316","1013","6853.944045","50.00680759","5.872","591.3252473","124.0922023","2.340915292","51.22606563","5.439507228","4.239487564","Ok","Noisy","Clean","Clean"
"317","997","6834.8391","49.3744666","5.950","590.5140648","122.4832165","3.255311505","51.11039613","5.509133514","4.322736751","Ok","Noisy","Clean","Clean"
"318","1020","7162.392125","48.69736752","6.134","588.656776","125.9192925","3.091939488","51.05512609","5.720153292","4.407503165","Ok","Noisy","Clean","Clean"
"319","997","7023.150739","48.49235014","6.135","589.9578943","124.5257398","3.162922726","50.82915314","5.73480193","4.396663704","Ok","Noisy","Clean","Clean"
"320","1020","7383.937439","48.90499275","6.356","593.0432466","124.8787836","2.917612333","50.88549122","6.003192702","4.545163015","Ok","Noisy","Clean","Clean"
"321","995","1895.827527","45.3678853","1.000","531.1535852","106.2003747","2.605573335","39.23088865","2.090202836","2.574395243","Ok","Ok","Dirty","Clean"
"322","991","1990.789103","45.01992893","1.096","530.5029145","107.8799787","2.452251964","39.30898302","2.131693325","2.597894111","Ok","Ok","Dirty","Clean"
"323","1006","2134.703709","45.81844813","1.224","536.1191173","108.2979887","2.947888248","39.38423077","2.126774426","2.588410851","Ok","Ok","Dirty","Clean"
"324","993","2425.679792","45.50324534","1.531","529.7923904","110.4241671","2.35530716","39.12822418","2.202372139","2.638338753","Ok","Ok","Dirty","Clean"
"325","1017","2648.957187","45.2275504","1.715","536.2893888","110.8889059","2.705058857","39.17641941","2.248599345","2.678198666","Ok","Ok","Dirty","Clean"
"326","1001","2827.011346","45.53203429","1.919","526.1286781","110.1180264","2.848846875","39.39446602","2.364243166","2.739616726","Ok","Ok","Dirty","Clean"
"327","1013","2990.118261","45.38723212","2.061","528.6404431","114.2500954","3.255507896","39.07878636","2.391753246","2.72274811","Ok","Ok","Dirty","Clean"
"328","996","3141.102083","44.97874581","2.247","525.3085624","110.6404241","2.345310215","39.26321708","2.469225443","2.761190847","Ok","Ok","Dirty","Clean"
"329","1017","3347.247341","45.95587607","2.403","526.1569668","114.8194454","3.232356782","39.06754278","2.543791088","2.800753751","Ok","Ok","Dirty","Clean"
"330","991","3443.05019","45.39925932","2.566","530.8469183","116.004053","2.639698704","38.83933886","2.649573688","2.886724481","Ok","Ok","Dirty","Clean"
"331","1012","3529.538303","46.78493866","2.596","522.0308416","112.5634648","2.839618916","39.35414733","2.628966184","2.857178251","Ok","Ok","Dirty","Clean"
"332","985","3594.409123","46.27392075","2.731","522.2896463","113.3854315","3.138199662","39.1834206","2.756754472","2.925269233","Ok","Ok","Dirty","Clean"
"333","1003","3754.713751","45.58566684","2.839","524.0679758","113.7719871","2.800012071","39.17683809","2.815466618","2.931976253","Ok","Ok","Dirty","Clean"
"334","987","3804.251636","45.08087357","2.939","525.3178751","116.364447","2.828090289","39.15436432","2.838269489","2.977503131","Ok","Ok","Dirty","Clean"
"335","999","3909.724786","46.61212491","3.012","524.2665093","115.3014078","2.861339989","39.03307055","2.872946622","3.015518919","Ok","Ok","Dirty","Clean"
"336","989","4001.552044","47.28635683","3.131","517.6440129","116.9484774","2.684613054","39.10276651","2.96772687","3.046441763","Ok","Ok","Dirty","Clean"
"337","984","4281.37116","46.74353842","3.431","521.6734757","119.5123212","2.607811957","39.16712701","3.17737337","3.11292088","Ok","Ok","Dirty","Clean"
"338","996","4337.121412","46.84751468","3.451","514.7555052","117.6294886","2.809967543","39.1705638","3.157190209","3.103821477","Ok","Ok","Dirty","Clean"
"339","1014","4475.793732","46.82411162","3.526","520.7438948","119.6481078","2.624854135","38.98601425","3.222427955","3.122064443","Ok","Ok","Dirty","Clean"
"340","982","4457.683131","46.55251338","3.619","519.1713701","119.1802263","2.606212772","39.33304118","3.318331561","3.211679874","Ok","Ok","Dirty","Clean"
"341","1017","4807.921691","46.1755535","3.840","517.3185402","120.9827552","2.692646411","38.96704066","3.429985776","3.269398195","Ok","Ok","Dirty","Clean"
"342","993","4801.6956","47.86604729","3.927","515.2111576","119.3802371","2.967464505","39.16412984","3.537520069","3.301160818","Ok","Ok","Dirty","Clean"
"343","980","4866.467591","44.82038328","4.045","516.7376654","123.2382531","3.148953971","39.140508","3.626822294","3.357791739","Ok","Ok","Dirty","Clean"
"344","996","5093.289154","48.94325967","4.209","506.5064393","123.9473087","2.564835418","39.26396349","3.738015792","3.420341055","Ok","Ok","Dirty","Clean"
"345","1004","5341.596969","46.47096912","4.418","513.4531148","122.4640896","3.238638416","38.89789633","3.914889","3.481945008","Ok","Ok","Dirty","Clean"
"346","989","5540.941846","46.30718598","4.687","512.5912112","125.9108157","3.25506207","39.18858068","4.195024708","3.6248333","Ok","Ok","Dirty","Clean"
"347","994","5761.092341","47.86033731","4.888","509.6178805","127.7681083","2.869422754","38.89940607","4.39160049","3.742968796","Ok","Ok","Dirty","Clean"
"348","985","5854.077401","47.0193352","5.024","504.1905092","124.2427346","3.148489367","38.96261991","4.49706835","3.792995669","Ok","Ok","Dirty","Clean"
"349","1007","6161.559306","50.22388046","5.225","505.5827306","127.2304908","2.925807349","39.00618814","4.693045094","3.869778341","Ok","Ok","Dirty","Clean"
"350","1015","6273.665306","49.06955225","5.293","500.0913128","128.9442927","2.702822855","39.07463393","4.782994531","3.92652411","Ok","Ok","Dirty","Clean"
"351","1013","6312.583185","45.67382565","5.340","504.3290275","129.2391372","2.430378526","38.79593912","4.824660082","3.970997077","Ok","Ok","Dirty","Clean"
"352","1006","6278.65301","48.57958615","5.345","499.1639131","129.274649","3.260545462","38.78953604","4.818906398","3.958064203","Ok","Ok","Dirty","Clean"
"353","988","6345.899679","47.92594903","5.510","497.8271528","129.5938712","2.722760005","39.0818984","5.013111378","4.060947812","Ok","Ok","Dirty","Clean"
"354","1005","6483.610747","50.36664543","5.552","504.6694846","129.5058243","2.971041881","39.01500092","5.06592735","4.053498028","Ok","Ok","Dirty","Clean"
"355","997","6724.18036","45.87067997","5.840","498.2742666","130.1303492","3.078681164","38.87982743","5.411441495","4.228200916","Ok","Ok","Dirty","Clean"
"356","1020","7076.003273","48.05310519","6.055","502.4714525","133.252707","3.366775506","38.78230846","5.614339131","4.339160143","Ok","Ok","Dirty","Clean"
"357","1001","7191.242439","50.36284358","6.281","495.3460986","133.8436857","3.6408768","38.87840819","5.923179805","4.489391007","Ok","Ok","Dirty","Clean"
"358","1005","7513.810451","50.67390782","6.575","502.2839073","132.6266246","3.297615744","38.80423082","6.319233559","4.681443434","Ok","Ok","Dirty","Clean"
"359","986","7516.464815","48.77698754","6.709","495.1115767","136.7555464","3.502036593","38.70477237","6.480415497","4.807603481","Ok","Ok","Dirty","Clean"
"360","1015","8015.075517","46.79334449","7.004","497.1947509","137.8784152","2.644189744","38.5707908","6.895950076","4.983539372","Ok","Ok","Dirty","Clean"
"361","990","1892.916352","45.07484571","1.000","191.007318","89.30752378","2.585740987","58.92787687","2.067749831","2.586758715","Ok","Ok","Clean","Dirty"
"362","1020","2022.392138","45.7385086","1.100","196.5084957","87.26997316","2.279399513","58.94405603","2.091233993","2.571860986","Ok","Ok","Clean","Dirty"
"363","1008","2309.534686","45.28415395","1.392","190.4265831","87.3119978","1.950673062","58.94911342","2.150434789","2.65048722","Ok","Ok","Clean","Dirty"
"364","992","2317.478645","46.03638359","1.428","187.1554088","87.56106739","2.403965242","58.90237055","2.182633427","2.636615911","Ok","Ok","Clean","Dirty"
"365","998","2657.732479","45.75912604","1.758","187.5491648","93.28995155","2.655483926","58.86118794","2.320833821","2.689712189","Ok","Ok","Clean","Dirty"
"366","1013","2934.461719","47.00408778","2.005","193.1537371","94.53830318","1.994847013","58.76989394","2.373314084","2.71293159","Ok","Ok","Clean","Dirty"
"367","996","3016.958406","45.60770387","2.122","188.644987","92.82096064","2.79733331","58.78959419","2.445870181","2.74168808","Ok","Ok","Clean","Dirty"
"368","1011","3088.05227","45.22150203","2.159","191.5747494","95.44385812","2.375758779","58.88534278","2.440634637","2.746992983","Ok","Ok","Clean","Dirty"
"369","993","3130.740648","46.68387617","2.243","195.5507083","95.77548603","2.270825128","58.88627351","2.479402715","2.782599441","Ok","Ok","Clean","Dirty"
"370","997","3322.175551","46.23190718","2.424","192.7291313","95.1749174","2.117082118","58.86232885","2.581487045","2.809824488","Ok","Ok","Clean","Dirty"
